"170"	"117"	"Hoxc8"	"Hoxc8/Hoxc8_3429.2_deBruijn.txt"
"171"	"118"	"Hoxc9"	"Hoxc9/Hoxc9_2367.2_deBruijn.txt"
"172"	"119"	"Hoxd1"	"Hoxd1/Hoxd10_2368.2_deBruijn.txt"
"173"	"119"	"Hoxd1"	"Hoxd1/Hoxd11_3873.1_deBruijn.txt"
"174"	"119"	"Hoxd1"	"Hoxd1/Hoxd12_3481.1_deBruijn.txt"
"175"	"119"	"Hoxd1"	"Hoxd1/Hoxd13_2356.1_deBruijn.txt"
"176"	"119"	"Hoxd1"	"Hoxd1/Hoxd1_3448.1_deBruijn.txt"
"177"	"120"	"Hoxd10"	"Hoxd10/Hoxd10_2368.2_deBruijn.txt"
"178"	"121"	"Hoxd11"	"Hoxd11/Hoxd11_3873.1_deBruijn.txt"
"179"	"122"	"Hoxd12"	"Hoxd12/Hoxd12_3481.1_deBruijn.txt"
"180"	"123"	"Hoxd13"	"Hoxd13/Hoxd13_2356.1_deBruijn.txt"
"181"	"124"	"Hoxd3"	"Hoxd3/Hoxd3_1742.2_deBruijn.txt"
"182"	"125"	"Hoxd8"	"Hoxd8/Hoxd8_2644.1_deBruijn.txt"
"183"	"126"	"Ipf1"	"Ipf1/Ipf1_3815.1_deBruijn.txt"
"184"	"127"	"IRC900814"	"IRC900814/IRC900814_3520.1_v1_deBruijn.txt"
"185"	"127"	"IRC900814"	"IRC900814/IRC900814_3520.1_v2_deBruijn.txt"
"186"	"128"	"Irf3"	"Irf3/Irf3_3985.1_v1_deBruijn.txt"
"187"	"128"	"Irf3"	"Irf3/Irf3_3985.1_v2_deBruijn.txt"
"188"	"129"	"Irf4"	"Irf4/Irf4_3476.1_v1_deBruijn.txt"
"189"	"129"	"Irf4"	"Irf4/Irf4_3476.1_v2_deBruijn.txt"
"190"	"130"	"Irf5"	"Irf5/Irf5_3874.1_v1_deBruijn.txt"
"191"	"130"	"Irf5"	"Irf5/Irf5_3874.1_v2_deBruijn.txt"
"192"	"131"	"Irf6"	"Irf6/Irf6_3803.1_v1_deBruijn.txt"
"193"	"131"	"Irf6"	"Irf6/Irf6_3803.1_v2_deBruijn.txt"
"194"	"132"	"Irx2"	"Irx2/Irx2_0900.3_deBruijn.txt"
"195"	"133"	"Irx3"	"Irx3/Irx3_0920.1_deBruijn.txt"
"196"	"133"	"Irx3"	"Irx3/Irx3_2226.1_deBruijn.txt"
"197"	"134"	"Irx4"	"Irx4/Irx4_2242.3_deBruijn.txt"
"198"	"135"	"Irx5"	"Irx5/Irx5_2385.1_deBruijn.txt"
"199"	"136"	"Irx6"	"Irx6/Irx6_2623.2_deBruijn.txt"
"200"	"137"	"Isgf3g"	"Isgf3g/Isgf3g_2853.2_v1_deBruijn.txt"
"201"	"137"	"Isgf3g"	"Isgf3g/Isgf3g_2853.2_v2_deBruijn.txt"
"202"	"138"	"Isl2"	"Isl2/Isl2_3430.1_deBruijn.txt"
"203"	"139"	"Isx"	"Isx/Isx_3445.1_deBruijn.txt"
"204"	"140"	"Jundm2"	"Jundm2/Jundm2_0911.3_v1_deBruijn.txt"
"205"	"140"	"Jundm2"	"Jundm2/Jundm2_0911.3_v2_deBruijn.txt"
"206"	"141"	"Klf7"	"Klf7/Klf7_0974.2_v1_deBruijn.txt"
"207"	"141"	"Klf7"	"Klf7/Klf7_0974.2_v2_deBruijn.txt"
"208"	"142"	"Lbx2"	"Lbx2/Lbx2_3869.2_deBruijn.txt"
"209"	"143"	"Lef1"	"Lef1/Lef1_3504.1_v1_deBruijn.txt"
"210"	"143"	"Lef1"	"Lef1/Lef1_3504.1_v2_deBruijn.txt"
"211"	"144"	"Lhx1"	"Lhx1/Lhx1_2240.2_deBruijn.txt"
"212"	"145"	"Lhx2"	"Lhx2/Lhx2_0953.2_deBruijn.txt"
"213"	"146"	"Lhx3"	"Lhx3/Lhx3_3431.1_deBruijn.txt"
"214"	"147"	"Lhx4"	"Lhx4/Lhx4_1719.2_deBruijn.txt"
"215"	"148"	"Lhx5"	"Lhx5/Lhx5_2279.1_deBruijn.txt"
"216"	"149"	"Lhx6"	"Lhx6/Lhx6_2272.1_deBruijn.txt"
"217"	"149"	"Lhx6"	"Lhx6/Lhx6_3432.1_deBruijn.txt"
"218"	"150"	"Lhx8"	"Lhx8/Lhx8_2247.2_deBruijn.txt"
"219"	"151"	"Lhx9"	"Lhx9/Lhx9_3492.1_deBruijn.txt"
"220"	"152"	"Lmx1a"	"Lmx1a/Lmx1a_2238.2_deBruijn.txt"
"221"	"153"	"Lmx1b"	"Lmx1b/Lmx1b_3433.2_deBruijn.txt"
"222"	"154"	"Mafb"	"Mafb/Mafb_2914.2_v1_deBruijn.txt"
"223"	"154"	"Mafb"	"Mafb/Mafb_2914.2_v2_deBruijn.txt"
"224"	"155"	"Mafk"	"Mafk/Mafk_3106.2_v1_deBruijn.txt"
"225"	"155"	"Mafk"	"Mafk/Mafk_3106.2_v2_deBruijn.txt"
"226"	"156"	"Max"	"Max/Max_3863.1_v1_deBruijn.txt"
"227"	"156"	"Max"	"Max/Max_3863.1_v2_deBruijn.txt"
