"1.2.6.4.1";"AP-4";"AP4 (TFAP4)";"1.2";"9606"
"1.2.6.5.1";"c-Myc";"cMyc";"1.2";"9606"
"1.2.6.5.1::1.2.6.5.5";"MYC::MAX";"MYC::MAX";"1.2";"9606"
"1.2.6.5.2";"N-Myc";"NMyc (MYCN)";"1.2";"9606"
"1.2.6.5.3";"L-Myc-1";"LMyc1";"1.2";"9606"
"1.2.6.5.4";"L-Myc-2 (MYCLP1)";"LMyc2 (MYCLP1)";"1.2";"9606"
"1.2.6.5.5";"Max";"Max";"1.2";"9606"
"1.2.6.6.1";"Mlx";"Mlx";"1.2";"9606"
"1.2.6.6.1.1";"MlxA";"MlxA";"1.2";"9606"
"1.2.6.6.1.2";"MlxB";"MlxB";"1.2";"9606"
"1.2.6.6.1.3";"MlxG";"MlxG";"1.2";"9606"
"1.2.6.6.2";"MondoA (Mlx-IP)";"MondoA (MlxIP)";"1.2";"9606"
"1.2.6.6.3";"MondoB (Mlx-IPL, WS-bHLH)";"MondoB (MlxIPL,MLXPL, WSbHLH)";"1.2";"9606"
"1.2.6.7.1";"Mad1 (MXD1)";"Mad1 (MXD1)";"1.2";"9606"
"1.2.6.7.2";"Mad3 (MXD3)";"Mad3 (MXD3)";"1.2";"9606"
"1.2.6.7.3";"Mad4 (MXD4)";"Mad4 (MXD4)";"1.2";"9606"
"1.2.6.7.4";"Mad5 (MGA) = 6.5.5.0.2";"Mad5 (MGA) = 6.5.5.0.2";"1.2";"9606"
"1.2.6.7.5";"Mxi-1";"Mxi1";"1.2";"9606"
"1.2.6.7.6";"Mnt";"Mnt";"1.2";"9606"
"1.2.8.0.1";"Id1";"Id1";"1.2";"9606"
"1.2.8.0.1.1";"Id1a";"Id1a";"1.2";"9606"
"1.2.8.0.1.2";"Id1b";"Id1b";"1.2";"9606"
"1.2.8.0.2";"Id2";"Id2";"1.2";"9606"
"1.2.8.0.3";"Id3";"Id3";"1.2";"9606"
"1.2.8.0.4";"Id4";"Id4";"1.2";"9606"
"1.3.1.0.1";"AP-2A";"AP2A (AP-2alpha, TFAP2A,Tcfap2a, AP2)";"1.3";"9606"
"1.3.1.0.2";"AP-2B";"AP2B (TFAP2B,Tcfap2b)";"1.3";"9606"
"1.3.1.0.3";"AP-2G";"AP2G (TFAP2C, AP2C, AP-2gamma, TFAP2, Tcfap2c";"1.3";"9606"
"1.3.1.0.4";"AP-2D";"AP2D (TFAP2D, Tcfap2d)";"1.3";"9606"
"1.3.1.0.5";"AP-2E";"AP2E (TFAP2E,Tcfap2e)";"1.3";"9606"
"2.1.1.1.1";"Glucocorticoid receptor (GR) (NR3C1)";"Glucocorticoid receptor (GR,GRE) (NR3C1, GCR)";"2.1";"9606"
"2.1.1.1.1.5";"GR-AA";"GRAA";"2.1";"9606"
"2.1.1.1.1.6";"GR-AB";"GRAB";"2.1";"9606"
"2.1.1.1.1.7";"GR-P";"GRP";"2.1";"9606"
"2.1.1.1.2";"Mineralocorticoid receptor (MR) (NR3C2)";"Mineralocorticoid receptor (MR ,MCR) (NR3C2)";"2.1";"9606"
"2.1.1.1.3";"Progesterone receptor (PR) (NR3C3)";"Progesterone receptor (PR,PRGR) (NR3C3)";"2.1";"9606"
"2.1.1.1.4";"Androgen receptor (AR) (NR3C4)";"Androgen receptor (AR, ANDR,ARE) (NR3C4)";"2.1";"9606"
"2.1.1.2.1";"Estrogen receptor A (ERA) (ESR1, NR3A1)";"Estrogen receptor A (ERA,ERE) (ESR1, NR3A1)";"2.1";"9606"
"2.1.1.2.2";"Estrogen receptor B (ERB) (NR3A2)";"Estrogen receptor B (ERB) (NR3A2,ESR2)";"2.1";"9606"
"2.1.1.2.3";"ERR1 (ERRA, ESRRA) (NR3B1)";"ERR1 (ERRA, ESRRA) (NR3B1)";"2.1";"9606"
"2.1.1.2.4";"ERR2 (ERRB, ESRRB) (NR3B2)";"ERR2 (ERRB, ESRRB) (NR3B2)";"2.1";"9606"
"2.1.1.2.5";"ERR3 (ERRG, ESRRG) (NR3B3)";"ERR3 (ERRG, ESRRG) (NR3B3)";"2.1";"9606"
"2.1.2.1.1";"RAR-A (NR1B1)";"RARA (NR1B1)";"2.1";"9606"
"2.1.2.1.1.1";"RAR-A1";"RARA1";"2.1";"9606"
"2.1.2.1.1.2";"RAR-A2";"RARA2";"2.1";"9606"
